Polytope ID #	Polytope # (within H11)	H11	Basis from Toric Divisors	Toric from Basis Divisors	CY 2nd Chern Class (Basis)	CY Intersection Tensor (Basis)
295	10	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{J1+J2-J3+J4,D1},{-J1-J2+2*J3-J4,D2},{-J1+J2+J3,D3},{2*J1-J3+J4,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	-3*J2*J3+16*J3^2+2*J2*J4-1/2*J3*J4-1/2*J4^2	{{{0,0,-1,-1},{0,0,0,0},{-1,0,1,3},{-1,0,3,5}},{{0,0,0,0},{0,-3,-1,1},{0,-1,1,3},{0,1,3,3}},{{-1,0,1,3},{0,-1,1,3},{1,1,1,0},{3,3,0,-6}},{{-1,0,3,5},{0,1,3,3},{3,3,0,-6},{5,3,-6,-16}}}
295	10	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{J1+J2-J3+J4,D1},{-J1-J2+2*J3-J4,D2},{-J1+J2+J3,D3},{2*J1-J3+J4,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	-3*J2*J3+16*J3^2+J1*J4+2*J2*J4-J3*J4	{{{0,0,-1,-1},{0,0,0,0},{-1,0,1,3},{-1,0,3,5}},{{0,0,0,0},{0,1,-1,-3},{0,-1,1,3},{0,-3,3,7}},{{-1,0,1,3},{0,-1,1,3},{1,1,1,0},{3,3,0,-6}},{{-1,0,3,5},{0,-3,3,7},{3,3,0,-6},{5,7,-6,-20}}}
296	11	4	{{J1,D4},{J2,D6},{J3,D7},{J4,D8}}	{{-J1+J2+J3,D1},{-J1+J2+J3,D2},{J1-J2,D3},{J1,D4},{4*J1-2*J2-2*J3+J4,D5},{J2,D6},{J3,D7},{J4,D8}}	-2*J1^2-4*J2^2+8*J2*J3-3*J3^2+4*J2*J4+6*J3*J4	{{{-1,0,0,4},{0,0,0,0},{0,0,2,5},{4,0,5,-6}},{{0,0,0,0},{0,-2,0,-4},{0,0,2,5},{0,-4,5,2}},{{0,0,2,5},{0,0,2,5},{2,2,0,0},{5,5,0,-10}},{{4,0,5,-6},{0,-4,5,2},{5,5,0,-10},{-6,2,-10,8}}}
297	12	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{-2*J1+J2+J3+J4,D1},{J1-J2+J3,D2},{J1+J2-J3,D3},{J1,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	-2*J1^2+3*J2^2+35*J3*J4+13*J4^2	{{{0,1,1,0},{1,-1,0,3},{1,0,-1,3},{0,3,3,-6}},{{1,-1,0,3},{-1,-5,0,3},{0,0,0,0},{3,3,0,3}},{{1,0,-1,3},{0,0,0,0},{-1,0,1,-3},{3,0,-3,9}},{{0,3,3,-6},{3,3,0,3},{3,0,-3,9},{-6,3,9,-24}}}
297	12	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{-2*J1+J2+J3+J4,D1},{J1-J2+J3,D2},{J1+J2-J3,D3},{J1,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	-2*J1^2-6*J2^2+6*J1*J3+8*J3*J4+2*J4^2	{{{0,1,1,0},{1,-1,0,3},{1,0,-1,3},{0,3,3,-6}},{{1,-1,0,3},{-1,1,0,-3},{0,0,0,0},{3,-3,0,9}},{{1,0,-1,3},{0,0,0,0},{-1,0,-5,3},{3,0,3,3}},{{0,3,3,-6},{3,-3,0,9},{3,0,3,3},{-6,9,3,-24}}}
297	12	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{-2*J1+J2+J3+J4,D1},{J1-J2+J3,D2},{J1+J2-J3,D3},{J1,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	-2*J1^2-6*J2^2-6*J3^2+6*J2*J4+6*J3*J4+4*J4^2	{{{0,1,1,0},{1,-1,0,3},{1,0,-1,3},{0,3,3,-6}},{{1,-1,0,3},{-1,1,0,-3},{0,0,0,0},{3,-3,0,9}},{{1,0,-1,3},{0,0,0,0},{-1,0,1,-3},{3,0,-3,9}},{{0,3,3,-6},{3,-3,0,9},{3,0,-3,9},{-6,9,9,-30}}}
298	13	4	{{J1,D2},{J2,D5},{J3,D7},{J4,D8}}	{{J1,D1},{J1,D2},{2*J1+J3,D3},{J2,D4},{J2,D5},{4*J1+2*J3+J4,D6},{J3,D7},{J4,D8}}	16*J1*J2+8*J2*J3-6*J3^2+4*J2*J4-2*J4^2	{{{0,0,0,0},{0,0,1,0},{0,1,0,1},{0,0,1,-2}},{{0,0,1,0},{0,0,0,0},{1,0,-2,0},{0,0,0,0}},{{0,1,0,1},{1,0,-2,0},{0,-2,0,-2},{1,0,-2,0}},{{0,0,1,-2},{0,0,0,0},{1,0,-2,0},{-2,0,0,8}}}
299	14	4	{{J1,D2},{J2,D4},{J3,D7},{J4,D8}}	{{2*J1-J2+J3-J4,D1},{J1,D2},{3*J1-2*J2+J3-J4,D3},{J2,D4},{2*J1+J3,D5},{4*J1-2*J2+2*J3-J4,D6},{J3,D7},{J4,D8}}	16/3*J2^2+116/3*J1*J3-58/3*J2*J3+14*J3^2+10/3*J1*J4+16/3*J2*J4-8*J3*J4	{{{-1,-1,1,0},{-1,-1,2,1},{1,2,1,0},{0,1,0,-2}},{{-1,-1,2,1},{-1,-1,0,-1},{2,0,-4,0},{1,-1,0,3}},{{1,2,1,0},{2,0,-4,0},{1,-4,-8,0},{0,0,0,0}},{{0,1,0,-2},{1,-1,0,3},{0,0,0,0},{-2,3,0,-8}}}
300	15	4	{{J1,D3},{J2,D4},{J3,D6},{J4,D8}}	{{J2,D1},{J1,D2},{J1,D3},{J2,D4},{J3,D5},{J3,D6},{2*J1+2*J2+J4,D7},{J4,D8}}	12*J1*J2+8*J1*J3+8*J2*J3+4*J3*J4-2*J4^2	{{{0,0,0,0},{0,0,1,1},{0,1,0,0},{0,1,0,-2}},{{0,0,1,1},{0,0,0,0},{1,0,0,0},{1,0,0,-2}},{{0,1,0,0},{1,0,0,0},{0,0,0,0},{0,0,0,0}},{{0,1,0,-2},{1,0,0,-2},{0,0,0,0},{-2,-2,0,8}}}
301	16	4	{{J1,D2},{J2,D6},{J3,D7},{J4,D8}}	{{-J1+J3-J4,D1},{J1,D2},{2*J1+J2-J3+J4,D3},{-4*J1-J2+3*J3-2*J4,D4},{-2*J1-J2+2*J3-J4,D5},{J2,D6},{J3,D7},{J4,D8}}	2*J2^2-10*J1*J3+2*J2*J3+10*J3^2-2*J3*J4-2*J4^2	{{{-1,0,-2,-1},{0,0,2,2},{-2,2,0,2},{-1,2,2,3}},{{0,0,2,2},{0,-1,-1,0},{2,-1,3,0},{2,0,0,-4}},{{-2,2,0,2},{2,-1,3,0},{0,3,2,0},{2,0,0,-4}},{{-1,2,2,3},{2,0,0,-4},{2,0,0,-4},{3,-4,-4,-8}}}
301	16	4	{{J1,D2},{J2,D6},{J3,D7},{J4,D8}}	{{-J1+J3-J4,D1},{J1,D2},{2*J1+J2-J3+J4,D3},{-4*J1-J2+3*J3-2*J4,D4},{-2*J1-J2+2*J3-J4,D5},{J2,D6},{J3,D7},{J4,D8}}	-2/3*J2^2-18*J1*J3-2/3*J2*J3+18*J3^2-34/3*J3*J4+2/3*J4^2	{{{-1,0,-2,-1},{0,0,2,2},{-2,2,0,2},{-1,2,2,3}},{{0,0,2,2},{0,-3,-1,0},{2,-1,3,0},{2,0,0,-4}},{{-2,2,0,2},{2,-1,3,0},{0,3,2,0},{2,0,0,-4}},{{-1,2,2,3},{2,0,0,-4},{2,0,0,-4},{3,-4,-4,-8}}}
302	17	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{-J1-J2+J3+2*J4,D1},{J1+J2-J4,D2},{J1+2*J2-J3-J4,D3},{-J2+J3+J4,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	-2*J2^2+6*J1*J3+8*J2*J3+2*J2*J4+8*J3*J4+14*J4^2	{{{-3,1,0,-1},{1,1,2,1},{0,2,0,2},{-1,1,2,-1}},{{1,1,2,1},{1,-1,-1,0},{2,-1,-1,1},{1,0,1,0}},{{0,2,0,2},{2,-1,-1,1},{0,-1,-3,1},{2,1,1,1}},{{-1,1,2,-1},{1,0,1,0},{2,1,1,1},{-1,0,1,-1}}}
302	17	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{-J1-J2+J3+2*J4,D1},{J1+J2-J4,D2},{J1+2*J2-J3-J4,D3},{-J2+J3+J4,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	-2*J2^2+6*J1*J3+8*J2*J3+2*J2*J4+8*J3*J4+14*J4^2	{{{-1,-1,0,-1},{-1,3,2,1},{0,2,0,2},{-1,1,2,-1}},{{-1,3,2,1},{3,-3,-1,0},{2,-1,-1,1},{1,0,1,0}},{{0,2,0,2},{2,-1,-1,1},{0,-1,-3,1},{2,1,1,1}},{{-1,1,2,-1},{1,0,1,0},{2,1,1,1},{-1,0,1,-1}}}
302	17	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{-J1-J2+J3+2*J4,D1},{J1+J2-J4,D2},{J1+2*J2-J3-J4,D3},{-J2+J3+J4,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	-2*J2^2+2*J2*J3+8*J1*J4+10*J2*J4+6*J3*J4-2*J4^2	{{{-3,1,0,-1},{1,1,2,1},{0,2,0,2},{-1,1,2,-1}},{{1,1,2,1},{1,-1,-1,0},{2,-1,-1,1},{1,0,1,0}},{{0,2,0,2},{2,-1,-1,1},{0,-1,-1,-1},{2,1,-1,3}},{{-1,1,2,-1},{1,0,1,0},{2,1,-1,3},{-1,0,3,-3}}}
302	17	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{-J1-J2+J3+2*J4,D1},{J1+J2-J4,D2},{J1+2*J2-J3-J4,D3},{-J2+J3+J4,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	-2*J2^2+2*J2*J3+8*J1*J4+10*J2*J4+6*J3*J4-2*J4^2	{{{-1,-1,0,-1},{-1,3,2,1},{0,2,0,2},{-1,1,2,-1}},{{-1,3,2,1},{3,-3,-1,0},{2,-1,-1,1},{1,0,1,0}},{{0,2,0,2},{2,-1,-1,1},{0,-1,-1,-1},{2,1,-1,3}},{{-1,1,2,-1},{1,0,1,0},{2,1,-1,3},{-1,0,3,-3}}}
303	18	4	{{J1,D3},{J2,D6},{J3,D7},{J4,D8}}	{{-4*J1+2*J2+J3-2*J4,D1},{2*J1-J2+J4,D2},{J1,D3},{3*J1-J2+J4,D4},{-2*J1+J2+J3-J4,D5},{J2,D6},{J3,D7},{J4,D8}}	28/3*J1*J2-2*J2^2+6*J1*J3+3*J2*J3+3*J3^2+3*J3*J4+2/3*J4^2	{{{0,0,-1,0},{0,0,0,0},{-1,0,3,3},{0,0,3,0}},{{0,0,0,0},{0,1,-3,0},{0,-3,7,0},{0,0,0,0}},{{-1,0,3,3},{0,-3,7,0},{3,7,-1,0},{3,0,0,-6}},{{0,0,3,0},{0,0,0,0},{3,0,0,-6},{0,0,-6,0}}}
304	19	4	{{J1,D2},{J2,D5},{J3,D7},{J4,D8}}	{{-J1-J2+J3-J4,D1},{J1,D2},{2*J1+2*J2-J3+J4,D3},{-4*J1-3*J2+3*J3-2*J4,D4},{J2,D5},{-2*J1-2*J2+2*J3-J4,D6},{J3,D7},{J4,D8}}	-2*J2^2-10*J1*J3-5*J2*J3+10*J3^2-3*J2*J4-2*J3*J4-2*J4^2	{{{-4,3,-3,-2},{3,-3,3,3},{-3,3,1,1},{-2,3,1,0}},{{3,-3,3,3},{-3,2,-2,0},{3,-2,2,0},{3,0,0,-6}},{{-3,3,1,1},{3,-2,2,0},{1,2,5,0},{1,0,0,-2}},{{-2,3,1,0},{3,0,0,-6},{1,0,0,-2},{0,-6,-2,8}}}
305	20	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{-J2+J4,D1},{-2*J1-J2-J3+2*J4,D2},{J1+J2+J3-J4,D3},{J1+2*J2+J3-J4,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	-3*J1^2-1/2*J2^2+J3^2+8*J1*J4+7*J2*J4+17/2*J3*J4-2*J4^2	{{{-5,-1,3,-2},{-1,-1,3,0},{3,3,-3,3},{-2,0,3,0}},{{-1,-1,3,0},{-1,-3,3,-1},{3,3,-3,3},{0,-1,3,1}},{{3,3,-3,3},{3,3,-3,3},{-3,-3,3,-3},{3,3,-3,3}},{{-2,0,3,0},{0,-1,3,1},{3,3,-3,3},{0,1,3,2}}}
305	20	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{-J2+J4,D1},{-2*J1-J2-J3+2*J4,D2},{J1+J2+J3-J4,D3},{J1+2*J2+J3-J4,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	-3*J1^2+8/3*J2*J3+J3^2+8*J1*J4+7*J2*J4+6*J3*J4-2*J4^2	{{{-5,-1,3,-2},{-1,-1,3,0},{3,3,-3,3},{-2,0,3,0}},{{-1,-1,3,0},{-1,0,0,-1},{3,0,0,3},{0,-1,3,1}},{{3,3,-3,3},{3,0,0,3},{-3,0,0,-3},{3,3,-3,3}},{{-2,0,3,0},{0,-1,3,1},{3,3,-3,3},{0,1,3,2}}}
306	21	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{-J2+J4,D1},{-2*J1-J2+J3+2*J4,D2},{J1+J2-J4,D3},{J1+2*J2-J4,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	-3*J1^2-1/2*J2^2+3/2*J2*J3+3*J3^2+8*J1*J4+7*J2*J4+6*J3*J4-2*J4^2	{{{-2,2,0,1},{2,0,2,1},{0,2,-2,2},{1,1,2,1}},{{2,0,2,1},{0,-1,1,-1},{2,1,-1,3},{1,-1,3,-1}},{{0,2,-2,2},{2,1,-1,3},{-2,-1,1,-3},{2,3,-3,5}},{{1,1,2,1},{1,-1,3,-1},{2,3,-3,5},{1,-1,5,-2}}}
307	22	4	{{J1,D4},{J2,D6},{J3,D7},{J4,D8}}	{{J2-J3,D1},{-J2+2*J3,D2},{J1-J2+J3,D3},{J1,D4},{2*J1-2*J2+J3+J4,D5},{J2,D6},{J3,D7},{J4,D8}}	2*J1*J2-2*J2^2+8*J1*J3+4*J2*J4+4*J3*J4-2*J4^2	{{{-1,0,1,1},{0,2,2,4},{1,2,1,3},{1,4,3,3}},{{0,2,2,4},{2,-1,0,0},{2,0,0,0},{4,0,0,-8}},{{1,2,1,3},{2,0,0,0},{1,0,0,0},{3,0,0,-6}},{{1,4,3,3},{4,0,0,-8},{3,0,0,-6},{3,-8,-6,-16}}}
308	23	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{-J1+J3,D1},{J1+J2-J3,D2},{J1+J2-J3,D3},{-J1-2*J2+3*J3+J4,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	-2*J1^2-3*J2^2+8*J2*J3-2*J3^2-2*J2*J4+12*J3*J4+4*J4^2	{{{-2,0,0,-3},{0,2,0,5},{0,0,0,0},{-3,5,0,7}},{{0,2,0,5},{2,0,2,0},{0,2,0,5},{5,0,5,-10}},{{0,0,0,0},{0,2,0,5},{0,0,-1,3},{0,5,3,1}},{{-3,5,0,7},{5,0,5,-10},{0,5,3,1},{7,-10,1,-16}}}
308	23	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{-J1+J3,D1},{J1+J2-J3,D2},{J1+J2-J3,D3},{-J1-2*J2+3*J3+J4,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	J1*J2-3*J2^2+11*J2*J3-2*J3^2+2*J2*J4+6*J3*J4+2*J4^2	{{{-1,-1,0,-3},{-1,3,0,5},{0,0,0,0},{-3,5,0,7}},{{-1,3,0,5},{3,-1,2,0},{0,2,0,5},{5,0,5,-10}},{{0,0,0,0},{0,2,0,5},{0,0,-1,3},{0,5,3,1}},{{-3,5,0,7},{5,0,5,-10},{0,5,3,1},{7,-10,1,-16}}}
309	24	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{-J1-2*J2+J4,D1},{J1+J2+J3-J4,D2},{-J1+J2-2*J3+2*J4,D3},{J1+J3-J4,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	-2*J1^2-4*J2^2+10*J2*J3-3*J3^2-13*J2*J4+5*J3*J4+5*J4^2	{{{0,-1,-2,-2},{-1,1,3,2},{-2,3,6,4},{-2,2,4,2}},{{-1,1,3,2},{1,-1,-1,0},{3,-1,-1,1},{2,0,1,2}},{{-2,3,6,4},{3,-1,-1,1},{6,-1,-1,4},{4,1,4,6}},{{-2,2,4,2},{2,0,1,2},{4,1,4,6},{2,2,6,6}}}
309	24	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{-J1-2*J2+J4,D1},{J1+J2+J3-J4,D2},{-J1+J2-2*J3+2*J4,D3},{J1+J3-J4,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	-3*J2^2-2*J1*J3+2*J2*J3-3*J3^2-9*J2*J4+8*J3*J4+4*J4^2	{{{1,-1,-3,-2},{-1,1,3,2},{-3,3,7,4},{-2,2,4,2}},{{-1,1,3,2},{1,-1,-1,0},{3,-1,-1,1},{2,0,1,2}},{{-3,3,7,4},{3,-1,-1,1},{7,-1,-2,4},{4,1,4,6}},{{-2,2,4,2},{2,0,1,2},{4,1,4,6},{2,2,6,6}}}
310	25	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{-J1-J3+J4,D1},{-J1-2*J2-J3+2*J4,D2},{J1+J2+J3-J4,D3},{J1+J2+2*J3-J4,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	-2*J1^2-3*J2^2+7*J3^2+7*J1*J4+5*J2*J4+10*J3*J4-2*J4^2	{{{-1,-2,0,-3},{-2,0,3,1},{0,3,0,3},{-3,1,3,1}},{{-2,0,3,1},{0,-1,1,1},{3,1,-1,2},{1,1,2,3}},{{0,3,0,3},{3,1,-1,2},{0,-1,0,-1},{3,2,-1,3}},{{-3,1,3,1},{1,1,2,3},{3,2,-1,3},{1,3,3,5}}}
310	25	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{-J1-J3+J4,D1},{-J1-2*J2-J3+2*J4,D2},{J1+J2+J3-J4,D3},{J1+J2+2*J3-J4,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	J1*J2-3*J2^2-2*J3^2+3*J1*J4+8*J2*J4+7*J3*J4-2*J4^2	{{{0,-3,0,-3},{-3,1,3,1},{0,3,0,3},{-3,1,3,1}},{{-3,1,3,1},{1,-2,1,1},{3,1,-1,2},{1,1,2,3}},{{0,3,0,3},{3,1,-1,2},{0,-1,0,-1},{3,2,-1,3}},{{-3,1,3,1},{1,1,2,3},{3,2,-1,3},{1,3,3,5}}}
311	26	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{4*J1-J2+J3-2*J4,D1},{-J1+J4,D2},{-J1+J4,D3},{-3*J1+J2-J3+2*J4,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	1/6*J2^2-1/8*J3^2+9*J1*J4+4/3*J2*J4+21/4*J3*J4-J4^2	{{{-1,0,4,0},{0,-2,0,1},{4,0,-6,5},{0,1,5,2}},{{0,-2,0,1},{-2,8,0,-7},{0,0,0,0},{1,-7,0,5}},{{4,0,-6,5},{0,0,0,0},{-6,0,8,-8},{5,0,-8,6}},{{0,1,5,2},{1,-7,0,5},{5,0,-8,6},{2,5,6,4}}}
312	27	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{J4,D1},{J1+J2-J4,D2},{-2*J1-J2+J3+3*J4,D3},{J1+J2-J4,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	-3*J1^2+J2^2+5*J3^2+11*J1*J4+8*J2*J4+15*J3*J4-2*J4^2	{{{-7,3,0,-2},{3,3,0,3},{0,0,0,0},{-2,3,0,0}},{{3,3,0,3},{3,-7,5,-2},{0,5,-7,4},{3,-2,4,0}},{{0,0,0,0},{0,5,-7,4},{0,-7,8,-5},{0,4,-5,3}},{{-2,3,0,0},{3,-2,4,0},{0,4,-5,3},{0,0,3,-1}}}
313	28	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{J2-J3,D1},{J1-2*J2+3*J3-J4,D2},{-J1+2*J2-J3+J4,D3},{J3,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	4*J1*J2+2*J1*J3+12*J2*J3-2*J3^2+6*J3*J4	{{{2,-2,-2,0},{-2,2,2,0},{-2,2,2,0},{0,0,0,0}},{{-2,2,2,0},{2,1,1,2},{2,1,1,2},{0,2,2,-2}},{{-2,2,2,0},{2,1,1,2},{2,1,0,0},{0,2,0,-4}},{{0,0,0,0},{0,2,2,-2},{0,2,0,-4},{0,-2,-4,0}}}
