Polytope ID #	Polytope # (within H11)	H11	Basis from Toric Divisors	Toric from Basis Divisors	CY 2nd Chern Class (Basis)	CY Intersection Tensor (Basis)
551	266	4	{{J1,D2},{J2,D6},{J3,D7},{J4,D8}}	{{-3*J1-J2+J3-2*J4,D1},{J1,D2},{J3,D3},{2*J1+J2+J4,D4},{2*J1+J2+J4,D5},{J2,D6},{J3,D7},{J4,D8}}	2/9*J2^2+20/3*J1*J3+61/9*J2*J3+3*J3^2-10/3*J1*J4+5*J3*J4-3*J4^2	{{{-5,3,-2,5},{3,-5,4,0},{-2,4,0,1},{5,0,1,-7}},{{3,-5,4,0},{-5,8,-7,0},{4,-7,5,0},{0,0,0,0}},{{-2,4,0,1},{4,-7,5,0},{0,5,5,0},{1,0,0,-2}},{{5,0,1,-7},{0,0,0,0},{1,0,0,-2},{-7,0,-2,8}}}
552	267	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{J1-J2-J3+J4,D1},{-J1+J2+J3,D2},{J3,D3},{J2,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	3*J1*J2+3*J1*J3+2*J2*J3+7*J2*J4+7*J3*J4	{{{-10,-2,-2,6},{-2,0,1,3},{-2,1,0,3},{6,3,3,0}},{{-2,0,1,3},{0,-2,2,0},{1,2,0,3},{3,0,3,0}},{{-2,1,0,3},{1,2,0,3},{0,0,0,0},{3,3,0,0}},{{6,3,3,0},{3,0,3,0},{3,3,0,0},{0,0,0,0}}}
552	267	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{J1-J2-J3+J4,D1},{-J1+J2+J3,D2},{J3,D3},{J2,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	3*J1*J2+3*J1*J3+2*J2*J3+7*J2*J4+7*J3*J4	{{{-10,-2,-2,6},{-2,0,1,3},{-2,1,0,3},{6,3,3,0}},{{-2,0,1,3},{0,0,0,0},{1,0,2,3},{3,0,3,0}},{{-2,1,0,3},{1,0,2,3},{0,2,-2,0},{3,3,0,0}},{{6,3,3,0},{3,0,3,0},{3,3,0,0},{0,0,0,0}}}
553	268	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{-J2+J4,D1},{-J1+J2+J3,D2},{J2,D3},{J1,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	3*J1*J2+4*J3^2+2*J1*J4+10*J3*J4+6*J4^2	{{{0,0,0,0},{0,0,2,2},{0,2,-2,2},{0,2,2,2}},{{0,0,2,2},{0,-3,3,0},{2,3,-1,3},{2,0,3,0}},{{0,2,-2,2},{2,3,-1,3},{-2,-1,-1,-1},{2,3,-1,3}},{{0,2,2,2},{2,0,3,0},{2,3,-1,3},{2,0,3,0}}}
553	268	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{-J2+J4,D1},{-J1+J2+J3,D2},{J2,D3},{J1,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	3*J1*J2+6*J2*J3+4*J3^2+2*J1*J4+4*J3*J4+6*J4^2	{{{0,0,0,0},{0,0,2,2},{0,2,-2,2},{0,2,2,2}},{{0,0,2,2},{0,0,0,0},{2,0,2,3},{2,0,3,0}},{{0,2,-2,2},{2,0,2,3},{-2,2,-4,-1},{2,3,-1,3}},{{0,2,2,2},{2,0,3,0},{2,3,-1,3},{2,0,3,0}}}
554	269	4	{{J1,D4},{J2,D6},{J3,D7},{J4,D8}}	{{J1+J2-J3,D1},{-J1-J2+J3+J4,D2},{-J1-J2+J3+J4,D3},{J1,D4},{J2,D5},{J2,D6},{J3,D7},{J4,D8}}	-J1*J2+5*J2*J3+3*J2*J4+6*J3*J4+3*J4^2	{{{0,0,0,-3},{0,0,0,3},{0,0,0,0},{-3,3,0,1}},{{0,0,0,3},{0,0,0,0},{0,0,-2,3},{3,0,3,2}},{{0,0,0,0},{0,0,-2,3},{0,-2,-7,3},{0,3,3,3}},{{-3,3,0,1},{3,0,3,2},{0,3,3,3},{1,2,3,0}}}
554	269	4	{{J1,D4},{J2,D6},{J3,D7},{J4,D8}}	{{J1+J2-J3,D1},{-J1-J2+J3+J4,D2},{-J1-J2+J3+J4,D3},{J1,D4},{J2,D5},{J2,D6},{J3,D7},{J4,D8}}	J1*J2+J2*J3+2*J3^2+3*J2*J4+6*J3*J4+5*J4^2	{{{-1,0,0,-3},{0,0,0,3},{0,0,0,0},{-3,3,0,1}},{{0,0,0,3},{0,0,0,0},{0,0,-2,3},{3,0,3,2}},{{0,0,0,0},{0,0,-2,3},{0,-2,-7,3},{0,3,3,3}},{{-3,3,0,1},{3,0,3,2},{0,3,3,3},{1,2,3,0}}}
555	270	4	{{J1,D4},{J2,D6},{J3,D7},{J4,D8}}	{{J1,D1},{-J1+J2,D2},{-J1+J4,D3},{J1,D4},{-J2+J3+J4,D5},{J2,D6},{J3,D7},{J4,D8}}	4*J3^2+4*J2*J4+8*J3*J4+4*J4^2	{{{0,0,0,0},{0,0,1,2},{0,1,-2,3},{0,2,3,0}},{{0,0,1,2},{0,0,1,2},{1,1,-3,4},{2,2,4,2}},{{0,1,-2,3},{1,1,-3,4},{-2,-3,-4,1},{3,4,1,3}},{{0,2,3,0},{2,2,4,2},{3,4,1,3},{0,2,3,0}}}
555	270	4	{{J1,D4},{J2,D6},{J3,D7},{J4,D8}}	{{J1,D1},{-J1+J2,D2},{-J1+J4,D3},{J1,D4},{-J2+J3+J4,D5},{J2,D6},{J3,D7},{J4,D8}}	-2*J2^2+4*J3^2+6*J2*J4+8*J3*J4+2*J4^2	{{{-2,0,0,0},{0,0,1,2},{0,1,-2,3},{0,2,3,0}},{{0,0,1,2},{0,0,1,2},{1,1,-3,4},{2,2,4,2}},{{0,1,-2,3},{1,1,-3,4},{-2,-3,-4,1},{3,4,1,3}},{{0,2,3,0},{2,2,4,2},{3,4,1,3},{0,2,3,0}}}
556	271	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{J1-J3,D1},{-2*J1+J2+J3+J4,D2},{J1-J2,D3},{J3,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	-3*J1^2+J2^2+5*J1*J3+3*J2*J3+10*J3*J4	{{{2,1,2,4},{1,-3,1,4},{2,1,0,4},{4,4,4,0}},{{1,-3,1,4},{-3,-8,-2,4},{1,-2,0,4},{4,4,4,0}},{{2,1,0,4},{1,-2,0,4},{0,0,-4,4},{4,4,4,0}},{{4,4,4,0},{4,4,4,0},{4,4,4,0},{0,0,0,0}}}
556	271	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{J1-J3,D1},{-2*J1+J2+J3+J4,D2},{J1-J2,D3},{J3,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	-3*J1^2+J2^2+5*J1*J3+3*J2*J3+10*J3*J4+8*J4^2	{{{2,1,2,4},{1,-3,1,4},{2,1,0,4},{4,4,4,0}},{{1,-3,1,4},{-3,-8,-2,4},{1,-2,0,4},{4,4,4,0}},{{2,1,0,4},{1,-2,0,4},{0,0,0,0},{4,4,0,4}},{{4,4,4,0},{4,4,4,0},{4,4,0,4},{0,0,4,-4}}}
557	272	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{-J1-J2+J3+J4,D1},{2*J1+J2-J3-J4,D2},{-J1+J4,D3},{-J1+J3,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	-1/2*J2^2+2*J1*J3+7/2*J2*J3+7/2*J2*J4+2*J3*J4+2*J4^2	{{{-1,2,0,0},{2,2,3,3},{0,3,0,3},{0,3,3,0}},{{2,2,3,3},{2,-2,1,1},{3,1,3,4},{3,1,4,3}},{{0,3,0,3},{3,1,3,4},{0,3,-2,5},{3,4,5,3}},{{0,3,3,0},{3,1,4,3},{3,4,5,3},{0,3,3,0}}}
557	272	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{-J1-J2+J3+J4,D1},{2*J1+J2-J3-J4,D2},{-J1+J4,D3},{-J1+J3,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	-1/2*J2^2+7/2*J2*J3+2*J3^2+2*J1*J4+7/2*J2*J4+2*J3*J4	{{{-1,2,0,0},{2,2,3,3},{0,3,0,3},{0,3,3,0}},{{2,2,3,3},{2,-2,1,1},{3,1,3,4},{3,1,4,3}},{{0,3,0,3},{3,1,3,4},{0,3,0,3},{3,4,3,5}},{{0,3,3,0},{3,1,4,3},{3,4,3,5},{0,3,5,-2}}}
558	273	4	{{J1,D4},{J2,D6},{J3,D7},{J4,D8}}	{{J1-2*J2+J3+J4,D1},{-J1+J2,D2},{-J1+J2,D3},{J1,D4},{J4,D5},{J2,D6},{J3,D7},{J4,D8}}	-3*J2^2+6*J2*J3+J1*J4+5*J2*J4+4*J3*J4	{{{3,0,-1,-2},{0,0,0,0},{-1,0,-1,2},{-2,0,2,0}},{{0,0,0,0},{0,0,1,2},{0,1,-3,5},{0,2,5,0}},{{-1,0,-1,2},{0,1,-3,5},{-1,-3,-13,8},{2,5,8,0}},{{-2,0,2,0},{0,2,5,0},{2,5,8,0},{0,0,0,0}}}
558	273	4	{{J1,D4},{J2,D6},{J3,D7},{J4,D8}}	{{J1-2*J2+J3+J4,D1},{-J1+J2,D2},{-J1+J2,D3},{J1,D4},{J4,D5},{J2,D6},{J3,D7},{J4,D8}}	-J2^2+2*J2*J3+2*J3^2-J1*J4+5*J2*J4+6*J3*J4	{{{0,0,-1,-2},{0,0,0,0},{-1,0,-1,2},{-2,0,2,0}},{{0,0,0,0},{0,0,1,2},{0,1,-3,5},{0,2,5,0}},{{-1,0,-1,2},{0,1,-3,5},{-1,-3,-13,8},{2,5,8,0}},{{-2,0,2,0},{0,2,5,0},{2,5,8,0},{0,0,0,0}}}
559	274	4	{{J1,D4},{J2,D6},{J3,D7},{J4,D8}}	{{J1-J2+J4,D1},{-J1+J3,D2},{-J1+J2,D3},{J1,D4},{J4,D5},{J2,D6},{J3,D7},{J4,D8}}	2*J2*J3+2*J3^2+J1*J4+4*J2*J4+6*J3*J4+3*J4^2	{{{2,0,-1,-2},{0,0,0,0},{-1,0,-1,1},{-2,0,1,2}},{{0,0,0,0},{0,0,0,0},{0,0,0,3},{0,0,3,2}},{{-1,0,-1,1},{0,0,0,3},{-1,0,-1,1},{1,3,1,3}},{{-2,0,1,2},{0,0,3,2},{1,3,1,3},{2,2,3,0}}}
559	274	4	{{J1,D4},{J2,D6},{J3,D7},{J4,D8}}	{{J1-J2+J4,D1},{-J1+J3,D2},{-J1+J2,D3},{J1,D4},{J4,D5},{J2,D6},{J3,D7},{J4,D8}}	4*J2*J3-J1*J4+4*J2*J4+6*J3*J4+3*J4^2	{{{-1,0,-1,-2},{0,0,0,0},{-1,0,-1,1},{-2,0,1,2}},{{0,0,0,0},{0,0,0,0},{0,0,0,3},{0,0,3,2}},{{-1,0,-1,1},{0,0,0,3},{-1,0,-1,1},{1,3,1,3}},{{-2,0,1,2},{0,0,3,2},{1,3,1,3},{2,2,3,0}}}
560	275	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{-J3+J4,D1},{-J1+J2-J3+J4,D2},{J1-J2+2*J3-J4,D3},{J3,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	J1*J3+4*J2*J3-2*J3^2+3*J1*J4+J2*J4+8*J4^2	{{{3,0,-3,-3},{0,0,0,0},{-3,0,3,3},{-3,0,3,3}},{{0,0,0,0},{0,-3,-3,0},{0,-3,1,4},{0,0,4,4}},{{-3,0,3,3},{0,-3,1,4},{3,1,0,2},{3,4,2,2}},{{-3,0,3,3},{0,0,4,4},{3,4,2,2},{3,4,2,2}}}
561	276	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{J1-J2+J3-J4,D1},{-2*J1+J2-J3+2*J4,D2},{J1,D3},{J4,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	-3*J1^2+J2^2+8*J1*J4+4*J2*J4+4*J3*J4+J4^2	{{{-4,0,4,0},{0,-2,0,1},{4,0,0,4},{0,1,4,2}},{{0,-2,0,1},{-2,8,0,-6},{0,0,0,0},{1,-6,0,4}},{{4,0,0,4},{0,0,0,0},{0,0,0,0},{4,0,0,4}},{{0,1,4,2},{1,-6,0,4},{4,0,0,4},{2,4,4,2}}}
561	276	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{J1-J2+J3-J4,D1},{-2*J1+J2-J3+2*J4,D2},{J1,D3},{J4,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	J2^2+J3^2+8*J1*J4+4*J2*J4+4*J3*J4+J4^2	{{{0,0,0,0},{0,-2,0,1},{0,0,4,4},{0,1,4,2}},{{0,-2,0,1},{-2,8,0,-6},{0,0,0,0},{1,-6,0,4}},{{0,0,4,4},{0,0,0,0},{4,0,-4,0},{4,0,0,4}},{{0,1,4,2},{1,-6,0,4},{4,0,0,4},{2,4,4,2}}}
562	277	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{-J2+J4,D1},{J1+J2-J4,D2},{-2*J1+J2+J3+J4,D3},{J1-J2-J3,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	-3*J1^2-1/2*J2^2+J3^2+5*J1*J4+9/2*J2*J4+11/2*J3*J4	{{{3,3,0,6},{3,1,1,4},{0,1,-2,1},{6,4,1,8}},{{3,1,1,4},{1,-2,4,0},{1,4,-6,4},{4,0,4,4}},{{0,1,-2,1},{1,4,-6,4},{-2,-6,8,-6},{1,4,-6,4}},{{6,4,1,8},{4,0,4,4},{1,4,-6,4},{8,4,4,8}}}
562	277	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{-J2+J4,D1},{J1+J2-J4,D2},{-2*J1+J2+J3+J4,D3},{J1-J2-J3,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	-3*J1^2+8/3*J2*J3+J3^2+5*J1*J4+13/3*J2*J4+3*J3*J4	{{{3,3,0,6},{3,1,1,4},{0,1,-2,1},{6,4,1,8}},{{3,1,1,4},{1,-1,3,0},{1,3,-5,4},{4,0,4,4}},{{0,1,-2,1},{1,3,-5,4},{-2,-5,7,-6},{1,4,-6,4}},{{6,4,1,8},{4,0,4,4},{1,4,-6,4},{8,4,4,8}}}
563	278	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{-J1+J2-J3+J4,D1},{-J1+J2-J3+J4,D2},{J1-J2+2*J3-J4,D3},{J1-J2+J3,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	-2*J1^2-2*J2^2+4*J2*J3+4*J3^2+4*J2*J4	{{{3,0,-3,-3},{0,0,0,0},{-3,0,3,3},{-3,0,3,1}},{{0,0,0,0},{0,-10,-3,5},{0,-3,1,5},{0,5,5,3}},{{-3,0,3,3},{0,-3,1,5},{3,1,0,2},{3,5,2,2}},{{-3,0,3,1},{0,5,5,3},{3,5,2,2},{1,3,2,0}}}
564	279	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{-J2+J3,D1},{J2-J3+J4,D2},{-J1+J2,D3},{J1-J2+J3,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	2*J1*J2-2*J2^2+2*J1*J3+5*J2*J3+2*J1*J4+6*J3*J4	{{{-1,-3,-2,0},{-3,-3,0,3},{-2,0,2,3},{0,3,3,0}},{{-3,-3,0,3},{-3,-4,0,4},{0,0,2,4},{3,4,4,0}},{{-2,0,2,3},{0,0,2,4},{2,2,2,4},{3,4,4,0}},{{0,3,3,0},{3,4,4,0},{3,4,4,0},{0,0,0,0}}}
564	279	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{-J2+J3,D1},{J2-J3+J4,D2},{-J1+J2,D3},{J1-J2+J3,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	-2*J2^2+2*J1*J3+5*J2*J3+2*J1*J4+6*J3*J4	{{{2,0,-2,-3},{0,0,0,0},{-2,0,2,3},{-3,0,3,3}},{{0,0,0,0},{0,-1,0,1},{0,0,2,4},{0,1,4,3}},{{-2,0,2,3},{0,0,2,4},{2,2,2,4},{3,4,4,0}},{{-3,0,3,3},{0,1,4,3},{3,4,4,0},{3,3,0,-3}}}
565	280	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{-2*J1+J2+J3-J4,D1},{J1-J3+J4,D2},{J1-J2+J4,D3},{J3,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	-3*J1^2+J2^2+5*J1*J3+3*J2*J3+6*J3*J4+2*J4^2	{{{-6,-4,-2,3},{-4,-4,0,4},{-2,0,0,3},{3,4,3,1}},{{-4,-4,0,4},{-4,-5,1,4},{0,1,3,4},{4,4,4,0}},{{-2,0,0,3},{0,1,3,4},{0,3,0,3},{3,4,3,1}},{{3,4,3,1},{4,4,4,0},{3,4,3,1},{1,0,1,-1}}}
565	280	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{-2*J1+J2+J3-J4,D1},{J1-J3+J4,D2},{J1-J2+J4,D3},{J3,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	-3*J1^2+5*J1*J3+2*J2*J3+2*J2*J4+5*J3*J4+J4^2	{{{-2,0,-2,-1},{0,0,0,0},{-2,0,0,3},{-1,0,3,5}},{{0,0,0,0},{0,-1,1,0},{0,1,3,4},{0,0,4,4}},{{-2,0,0,3},{0,1,3,4},{0,3,0,3},{3,4,3,1}},{{-1,0,3,5},{0,0,4,4},{3,4,3,1},{5,4,1,-5}}}
566	281	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{-J1+J4,D1},{J1,D2},{J1+J3-J4,D3},{-J1+J2+J4,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	-2*J1^2+4*J2^2+4*J2*J3+6*J2*J4+6*J3*J4+5*J4^2	{{{-1,0,1,0},{0,-2,2,2},{1,2,1,2},{0,2,2,0}},{{0,-2,2,2},{-2,-2,-1,0},{2,-1,1,3},{2,0,3,2}},{{1,2,1,2},{2,-1,1,3},{1,1,-1,0},{2,3,0,2}},{{0,2,2,0},{2,0,3,2},{2,3,0,2},{0,2,2,0}}}
566	281	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{-J1+J4,D1},{J1,D2},{J1+J3-J4,D3},{-J1+J2+J4,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	-2*J1^2+5*J1*J4+6*J2*J4+6*J3*J4	{{{-1,0,1,0},{0,-2,2,2},{1,2,1,2},{0,2,2,0}},{{0,-2,2,2},{-2,1,-1,-3},{2,-1,1,3},{2,-3,3,5}},{{1,2,1,2},{2,-1,1,3},{1,1,-1,0},{2,3,0,2}},{{0,2,2,0},{2,-3,3,5},{2,3,0,2},{0,5,2,-3}}}
567	282	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{J4,D1},{J4,D2},{J1+J3-J4,D3},{-J1+J2+J4,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	-5*J3^2+4*J1*J4+4*J2*J4+9*J3*J4+2*J4^2	{{{-7,0,4,-3},{0,0,0,0},{4,0,0,4},{-3,0,4,1}},{{0,0,0,0},{0,2,-3,-2},{0,-3,3,3},{0,-2,3,2}},{{4,0,0,4},{0,-3,3,3},{0,3,-3,-3},{4,3,-3,1}},{{-3,0,4,1},{0,-2,3,2},{4,3,-3,1},{1,2,1,0}}}
568	283	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{-J1+J4,D1},{J1-J2,D2},{-J1+J4,D3},{J1+J2+J3-J4,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	-2*J1^2-2*J2^2+1/2*J3^2+5*J1*J4+4*J2*J4+11/2*J3*J4	{{{-1,-1,2,0},{-1,-1,2,0},{2,2,0,4},{0,0,4,2}},{{-1,-1,2,0},{-1,-4,2,-3},{2,2,0,4},{0,-3,4,1}},{{2,2,0,4},{2,2,0,4},{0,0,-2,-2},{4,4,-2,6}},{{0,0,4,2},{0,-3,4,1},{4,4,-2,6},{2,1,6,4}}}
569	284	4	{{J1,D4},{J2,D6},{J3,D7},{J4,D8}}	{{J1+J2+J3-J4,D1},{-J1-J2+J4,D2},{-J1-J3+J4,D3},{J1,D4},{2*J1+J2+J3-J4,D5},{J2,D6},{J3,D7},{J4,D8}}	-2*J1^2+2*J2*J3+7*J1*J4+5*J2*J4+5*J3*J4-2*J4^2	{{{0,-1,-1,-2},{-1,1,3,2},{-1,3,1,2},{-2,2,2,0}},{{-1,1,3,2},{1,-1,0,1},{3,0,0,3},{2,1,3,5}},{{-1,3,1,2},{3,0,0,3},{1,0,-1,1},{2,3,1,5}},{{-2,2,2,0},{2,1,3,5},{2,3,1,5},{0,5,5,5}}}
570	285	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{J1-J2-J3+J4,D1},{-J1+J3,D2},{J1,D3},{-2*J1+J2+J3,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	-4*J1^2+1/2*J2^2+3/2*J2*J3+4*J3^2+2*J2*J4+4*J3*J4+2*J4^2	{{{-1,0,0,1},{0,-2,2,1},{0,2,0,3},{1,1,3,3}},{{0,-2,2,1},{-2,-6,2,-3},{2,2,2,5},{1,-3,5,1}},{{0,2,0,3},{2,2,2,5},{0,2,0,3},{3,5,3,5}},{{1,1,3,3},{1,-3,5,1},{3,5,3,5},{3,1,5,3}}}
571	286	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{-2*J1-J2+2*J3+J4,D1},{J1-J3,D2},{J1+J2-J3,D3},{J3,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	-3*J1^2+8*J1*J3+3*J2*J3-2*J3^2+6*J3*J4+3*J4^2	{{{-3,5,0,3},{5,-3,2,3},{0,2,0,3},{3,3,3,3}},{{5,-3,2,3},{-3,1,-2,-1},{2,-2,0,2},{3,-1,2,1}},{{0,2,0,3},{2,-2,0,2},{0,0,-1,2},{3,2,2,4}},{{3,3,3,3},{3,-1,2,1},{3,2,2,4},{3,1,4,-1}}}
571	286	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{-2*J1-J2+2*J3+J4,D1},{J1-J3,D2},{J1+J2-J3,D3},{J3,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	J2^2+5*J1*J3+3*J2*J3-2*J3^2+J2*J4+6*J3*J4+3*J4^2	{{{0,2,0,3},{2,0,2,3},{0,2,0,3},{3,3,3,3}},{{2,0,2,3},{0,-2,-2,-1},{2,-2,0,2},{3,-1,2,1}},{{0,2,0,3},{2,-2,0,2},{0,0,-1,2},{3,2,2,4}},{{3,3,3,3},{3,-1,2,1},{3,2,2,4},{3,1,4,-1}}}
572	287	4	{{J1,D4},{J2,D6},{J3,D7},{J4,D8}}	{{J1+J2-J3-J4,D1},{-J1+J4,D2},{-J1-2*J2+J3+2*J4,D3},{J1,D4},{J2,D5},{J2,D6},{J3,D7},{J4,D8}}	-J1*J2-3*J2^2+J3^2+2*J1*J4+8*J2*J4+4*J3*J4+J4^2	{{{-1,1,0,0},{1,3,0,4},{0,0,0,0},{0,4,0,4}},{{1,3,0,4},{3,0,0,3},{0,0,-2,1},{4,3,1,5}},{{0,0,0,0},{0,0,-2,1},{0,-2,8,-6},{0,1,-6,4}},{{0,4,0,4},{4,3,1,5},{0,1,-6,4},{4,5,4,5}}}
572	287	4	{{J1,D4},{J2,D6},{J3,D7},{J4,D8}}	{{J1+J2-J3-J4,D1},{-J1+J4,D2},{-J1-2*J2+J3+2*J4,D3},{J1,D4},{J2,D5},{J2,D6},{J3,D7},{J4,D8}}	J1*J2-3*J2^2+J3^2-2*J1*J4+4*J2*J4+6*J3*J4+5*J4^2	{{{-2,1,0,0},{1,3,0,4},{0,0,0,0},{0,4,0,4}},{{1,3,0,4},{3,0,0,3},{0,0,-2,1},{4,3,1,5}},{{0,0,0,0},{0,0,-2,1},{0,-2,8,-6},{0,1,-6,4}},{{0,4,0,4},{4,3,1,5},{0,1,-6,4},{4,5,4,5}}}
573	288	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{3*J1-J2-J3-J4,D1},{-J1+J4,D2},{-J1+J3,D3},{-2*J1+J2+J3+J4,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	1/6*J2^2+7/6*J2*J3+10/3*J3^2+7/6*J2*J4+2*J3*J4+10/3*J4^2	{{{2,0,3,3},{0,-2,1,1},{3,1,3,5},{3,1,5,3}},{{0,-2,1,1},{-2,2,-3,-3},{1,-3,1,4},{1,-3,4,1}},{{3,1,3,5},{1,-3,1,4},{3,1,3,5},{5,4,5,5}},{{3,1,5,3},{1,-3,4,1},{5,4,5,5},{3,1,5,3}}}
574	289	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{J4,D1},{-J1+J3+J4,D2},{J2,D3},{J1,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	2*J1*J2+4*J2*J3+4*J3^2+4*J1*J4+6*J2*J4+8*J3*J4	{{{0,0,0,0},{0,0,1,2},{0,1,-2,2},{0,2,2,0}},{{0,0,1,2},{0,0,0,0},{1,0,-2,3},{2,0,3,0}},{{0,1,-2,2},{1,0,-2,3},{-2,-2,-4,2},{2,3,2,0}},{{0,2,2,0},{2,0,3,0},{2,3,2,0},{0,0,0,0}}}
575	290	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{-J2+J4,D1},{J2,D2},{-J1+J3+J4,D3},{J1,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	J1*J2+2*J2*J3+4*J3^2+4*J1*J4+8*J3*J4+7*J4^2	{{{0,0,0,0},{0,0,1,2},{0,1,-2,2},{0,2,2,2}},{{0,0,1,2},{0,0,0,0},{1,0,-2,3},{2,0,3,0}},{{0,1,-2,2},{1,0,-2,3},{-2,-2,-1,-1},{2,3,-1,3}},{{0,2,2,2},{2,0,3,0},{2,3,-1,3},{2,0,3,0}}}
576	291	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{-J1-J2+J3+J4,D1},{J2,D2},{J1,D3},{J4,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	4*J3^2+4*J1*J4+4*J2*J4+8*J3*J4	{{{0,0,0,0},{0,0,1,2},{0,1,-2,3},{0,2,3,0}},{{0,0,1,2},{0,0,0,0},{1,0,-2,3},{2,0,3,0}},{{0,1,-2,3},{1,0,-2,3},{-2,-2,-10,6},{3,3,6,0}},{{0,2,3,0},{2,0,3,0},{3,3,6,0},{0,0,0,0}}}
577	292	4	{{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	{{-J2+J4,D1},{-2*J1+J3+J4,D2},{J1+J2-J4,D3},{J1-J3,D4},{J1,D5},{J2,D6},{J3,D7},{J4,D8}}	-3*J1^2+3/2*J2*J3+J3^2+5*J1*J4+7/2*J2*J4+3*J3*J4	{{{0,3,0,3},{3,1,2,4},{0,2,-2,2},{3,4,2,5}},{{3,1,2,4},{1,-1,2,0},{2,2,0,4},{4,0,4,4}},{{0,2,-2,2},{2,2,0,4},{-2,0,-3,-1},{2,4,-1,5}},{{3,4,2,5},{4,0,4,4},{2,4,-1,5},{5,4,5,5}}}
